"unique_id","indicator_id","name","measure","measure_info","geo_type_name","geo_join_id","geo_place_name","time_period","start_date","data_value","message","year"
336686,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2015-06-01,13.43,NA,"2015"
743661,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2021-06-01,31.86,NA,"2021"
221931,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2013-06-01,31.68,NA,"2013"
221930,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2012-06-01,34.15,NA,"2012"
173690,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2011-06-01,11.03,NA,"2011"
742357,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2020-12-01,6.52,NA,"2020"
173656,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2010-06-01,11.33,NA,"2010"
410930,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2015-12-01,7.51,NA,"2015"
410931,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2016-06-01,7.59,NA,"2016"
410836,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2015-12-31,7.03,NA,"2015"
605762,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2018-01-01,6.55,NA,"2018"
742262,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2021-06-01,7.92,NA,"2021"
177970,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2013-06-01,9.96,NA,"2013"
173711,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",207,"East Flatbush - Flatbush",NA,2012-06-01,10.28,NA,"2012"
649962,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",211,"Morris Park and Bronxdale (CD11)",NA,2018-12-01,7.15,NA,"2018"
170332,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2010-12-01,9.72,NA,"2010"
669958,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2020-01-01,6.09,NA,"2020"
650046,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2018-12-01,7.07,NA,"2018"
213983,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",411,"Bayside and Little Neck (CD11)",NA,2014-06-01,7.94,NA,"2014"
169388,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2010-06-01,11.56,NA,"2010"
169447,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2011-06-01,11.24,NA,"2011"
179769,640,"Boiler Emissions- Total SO2 Emissions","Number per km2","number","UHF42",502,"Stapleton - St. George",2015,2015-01-01,0.2,NA,"2015"
742495,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",311,"Bensonhurst (CD11)",NA,2020-12-01,6.63,NA,"2020"
169360,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",211,"Morris Park and Bronxdale (CD11)",NA,2010-06-01,11.77,NA,"2010"
169419,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",211,"Morris Park and Bronxdale (CD11)",NA,2011-06-01,11.32,NA,"2011"
742459,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",211,"Morris Park and Bronxdale (CD11)",NA,2020-12-01,6.42,NA,"2020"
176674,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",502,"Stapleton - St. George",NA,2011-12-01,16.01,NA,"2011"
216339,386,"Ozone (O3)","Mean","ppb","CD",111,"East Harlem (CD11)",NA,2010-06-01,30.56,NA,"2010"
216580,386,"Ozone (O3)","Mean","ppb","CD",409,"Kew Gardens and Woodhaven (CD9)",NA,2011-06-01,32.83,NA,"2011"
216591,386,"Ozone (O3)","Mean","ppb","CD",411,"Bayside and Little Neck (CD11)",NA,2010-06-01,33.57,NA,"2010"
216592,386,"Ozone (O3)","Mean","ppb","CD",411,"Bayside and Little Neck (CD11)",NA,2011-06-01,33.12,NA,"2011"
222635,386,"Ozone (O3)","Mean","ppb","UHF42",502,"Stapleton - St. George",NA,2009-06-01,26.48,NA,"2009"
742549,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",411,"Bayside and Little Neck (CD11)",NA,2020-12-01,6.39,NA,"2020"
177808,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2009-06-01,10.36,NA,"2009"
334071,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2014-12-01,8.36,NA,"2014"
177262,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2010-12-01,11.62,NA,"2010"
178606,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2012-12-01,7.9,NA,"2012"
547486,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2017-01-01,6.8,NA,"2017"
742281,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2021-01-01,6.25,NA,"2021"
178564,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",502,"Stapleton - St. George",NA,2011-12-01,8.18,NA,"2011"
216412,386,"Ozone (O3)","Mean","ppb","CD",211,"Morris Park and Bronxdale (CD11)",NA,2011-06-01,33.45,NA,"2011"
216411,386,"Ozone (O3)","Mean","ppb","CD",211,"Morris Park and Bronxdale (CD11)",NA,2010-06-01,33.7,NA,"2010"
175918,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",502,"Stapleton - St. George",NA,2009-06-01,14.92,NA,"2009"
175372,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",502,"Stapleton - St. George",NA,2010-12-01,25.16,NA,"2010"
412544,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",502,"Stapleton - St. George",NA,2015-12-01,19.35,NA,"2015"
175992,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",402,"West Queens",NA,2011-06-01,20.29,NA,"2011"
628573,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",503,"Willowbrook",NA,2015-01-01,14.1,NA,"2015"
131547,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",503,"Willowbrook",NA,2009-01-01,13.5,NA,"2009"
131537,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",403,"Flushing - Clearview",NA,2009-01-01,11.3,NA,"2009"
628565,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",405,"Ridgewood - Forest Hills",NA,2015-01-01,10,NA,"2015"
518824,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",405,"Ridgewood - Forest Hills",NA,2012-01-02,10.68,NA,"2012"
518822,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",403,"Flushing - Clearview",NA,2012-01-02,8.85,NA,"2012"
628563,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",403,"Flushing - Clearview",NA,2015-01-01,10.2,NA,"2015"
130913,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",403,"Flushing - Clearview",NA,2005-01-01,15,NA,"2005"
176079,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",405,"Ridgewood - Forest Hills",NA,2013-06-01,16.92,NA,"2013"
412525,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",405,"Ridgewood - Forest Hills",NA,2015-12-31,18.65,NA,"2015"
176087,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",503,"Willowbrook",NA,2013-06-01,11.13,NA,"2013"
412549,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",503,"Willowbrook",NA,2015-12-31,14.11,NA,"2015"
602822,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",503,"Willowbrook",NA,2018-01-01,13.57,NA,"2018"
176045,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",503,"Willowbrook",NA,2012-06-01,11.78,NA,"2012"
741014,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",503,"Willowbrook",NA,2021-06-01,8.64,NA,"2021"
602798,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",405,"Ridgewood - Forest Hills",NA,2018-01-01,17.94,NA,"2018"
740990,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",405,"Ridgewood - Forest Hills",NA,2021-06-01,11.26,NA,"2021"
334193,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",104,"Clinton and Chelsea (CD4)",NA,2015-06-01,11.44,NA,"2015"
410826,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview",NA,2016-06-01,7.8,NA,"2016"
742282,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook",NA,2020-12-01,6.5,NA,"2020"
669810,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",203,"Bedford Stuyvesant - Crown Heights",NA,2019-12-01,7.81,NA,"2019"
178452,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",205,"Sunset Park",NA,2009-12-01,10.21,NA,"2009"
669804,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",205,"Sunset Park",NA,2019-12-01,8.17,NA,"2019"
178443,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",103,"Fordham - Bronx Pk",NA,2009-12-01,10.26,NA,"2009"
177309,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",103,"Fordham - Bronx Pk",NA,2012-12-01,11.27,NA,"2012"
669831,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",103,"Fordham - Bronx Pk",NA,2019-12-01,6.68,NA,"2019"
177337,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview",NA,2012-12-01,9.89,NA,"2012"
334019,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",305,"Upper East Side",NA,2015-06-01,10.94,NA,"2015"
669771,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",305,"Upper East Side",NA,2019-12-01,8.57,NA,"2019"
605886,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",503504,"Southern SI",NA,2018-06-01,7.5,NA,"2018"
173631,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",503504,"Southern SI",NA,2009-06-01,10.5,NA,"2009"
173189,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",503504,"Southern SI",NA,2010-12-01,11.62,NA,"2010"
177902,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",201,"Greenpoint",NA,2012-06-01,11.69,NA,"2012"
742184,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",201,"Greenpoint",NA,2021-06-01,9.63,NA,"2021"
177839,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",401,"Long Island City - Astoria",NA,2010-06-01,12.81,NA,"2010"
410850,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",501,"Port Richmond",NA,2016-06-01,8.22,NA,"2016"
410849,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",501,"Port Richmond",NA,2015-12-01,8.12,NA,"2015"
742276,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",501,"Port Richmond",NA,2020-12-01,6.61,NA,"2020"
177849,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",501,"Port Richmond",NA,2010-06-01,11.74,NA,"2010"
177891,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",501,"Port Richmond",NA,2011-06-01,11.31,NA,"2011"
177881,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",401,"Long Island City - Astoria",NA,2011-06-01,12.33,NA,"2011"
605883,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",501502,"Northern SI",NA,2018-06-01,7.6,NA,"2018"
547589,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",501502,"Northern SI",NA,2016-12-01,7.18,NA,"2016"
669617,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",501502,"Northern SI",NA,2020-06-01,6.67,NA,"2020"
547581,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",309310,"Union Square-Lower Manhattan",NA,2017-06-01,10.28,NA,"2017"
605877,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",309310,"Union Square-Lower Manhattan",NA,2018-06-01,9.53,NA,"2018"
547583,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",309310,"Union Square-Lower Manhattan",NA,2016-12-01,8.81,NA,"2016"
605328,386,"Ozone (O3)","Mean","ppb","CD",210,"Throgs Neck and Co-op City (CD10)",NA,2018-06-01,32.04,NA,"2018"
121695,386,"Ozone (O3)","Mean","ppb","CD",410,"South Ozone Park and Howard Beach (CD10)",NA,2009-06-01,28.7,NA,"2009"
605358,386,"Ozone (O3)","Mean","ppb","CD",410,"South Ozone Park and Howard Beach (CD10)",NA,2018-06-01,32.41,NA,"2018"
671096,386,"Ozone (O3)","Mean","ppb","CD",410,"South Ozone Park and Howard Beach (CD10)",NA,2020-06-01,29.84,NA,"2020"
121677,386,"Ozone (O3)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2009-06-01,27.84,NA,"2009"
549437,386,"Ozone (O3)","Mean","ppb","CD",310,"Bay Ridge and Dyker Heights (CD10)",NA,2017-06-01,29.2,NA,"2017"
605342,386,"Ozone (O3)","Mean","ppb","CD",312,"Borough Park (CD12)",NA,2018-06-01,30.3,NA,"2018"
605360,386,"Ozone (O3)","Mean","ppb","CD",412,"Jamaica and Hollis (CD12)",NA,2018-06-01,31.46,NA,"2018"
549457,386,"Ozone (O3)","Mean","ppb","CD",412,"Jamaica and Hollis (CD12)",NA,2017-06-01,31.12,NA,"2017"
603093,375,"Nitrogen dioxide (NO2)","Mean","ppb","CD",412,"Jamaica and Hollis (CD12)",NA,2018-06-01,12.97,NA,"2018"
412012,386,"Ozone (O3)","Mean","ppb","UHF42",301,"Washington Heights",NA,2016-06-01,31.92,NA,"2016"
222402,386,"Ozone (O3)","Mean","ppb","UHF42",101,"Kingsbridge - Riverdale",NA,2010-06-01,31.91,NA,"2010"
412022,386,"Ozone (O3)","Mean","ppb","UHF42",401,"Long Island City - Astoria",NA,2016-06-01,33.15,NA,"2016"
549974,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",309310,"Union Square-Lower Manhattan",NA,2017-01-01,24.71,NA,"2017"
741108,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",309310,"Union Square-Lower Manhattan",NA,2021-01-01,20.16,NA,"2021"
221963,386,"Ozone (O3)","Mean","ppb","UHF34",309310,"Union Square-Lower Manhattan",NA,2009-06-01,20.44,NA,"2009"
221975,386,"Ozone (O3)","Mean","ppb","UHF34",501502,"Northern SI",NA,2009-06-01,25.76,NA,"2009"
171658,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",501502,"Northern SI",NA,2010-12-01,26.05,NA,"2010"
411099,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",403,"Jackson Heights (CD3)",NA,2016-06-01,7.9,NA,"2016"
169396,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",503,"Tottenville and Great Kills (CD3)",NA,2010-06-01,11.27,NA,"2010"
169455,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",503,"Tottenville and Great Kills (CD3)",NA,2011-06-01,10.99,NA,"2011"
168615,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",403,"Jackson Heights (CD3)",NA,2011-12-01,8.99,NA,"2011"
168616,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",404,"Elmhurst and Corona (CD4)",NA,2011-12-01,9.35,NA,"2011"
214153,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",404,"Elmhurst and Corona (CD4)",NA,2013-12-01,9.15,NA,"2013"
547734,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",404,"Elmhurst and Corona (CD4)",NA,2017-06-01,9.07,NA,"2017"
547736,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",404,"Elmhurst and Corona (CD4)",NA,2016-12-01,8.15,NA,"2016"
606027,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",403,"Jackson Heights (CD3)",NA,2018-06-01,8.25,NA,"2018"
547733,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",403,"Jackson Heights (CD3)",NA,2016-12-01,7.79,NA,"2016"
410754,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",107,"Hunts Point - Mott Haven",NA,2016-06-01,8.97,NA,"2016"
649767,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",407,"Southwest Queens",NA,2018-12-01,6.86,NA,"2018"
212829,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2014-06-01,8.1,NA,"2014"
334057,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2015-01-01,8.2,NA,"2015"
669733,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2020-01-01,5.97,NA,"2020"
649770,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2018-12-01,6.93,NA,"2018"
178517,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",407,"Southwest Queens",NA,2010-12-01,9.43,NA,"2010"
334054,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",407,"Southwest Queens",NA,2015-01-01,8.05,NA,"2015"
212955,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2013-12-01,8.46,NA,"2013"
547473,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2017-06-01,8.62,NA,"2017"
605769,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2018-06-01,8.25,NA,"2018"
547475,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2016-12-01,7.93,NA,"2016"
669731,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",408,"Jamaica",NA,2020-06-01,6.73,NA,"2020"
212954,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",407,"Southwest Queens",NA,2013-12-01,8.39,NA,"2013"
547440,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",307,"Gramercy Park - Murray Hill",NA,2017-06-01,11.53,NA,"2017"
410721,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",1,"Bronx",NA,2016-06-01,8.29,NA,"2016"
410720,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",1,"Bronx",NA,2015-12-01,8.4,NA,"2015"
742147,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",1,"Bronx",NA,2020-12-01,6.57,NA,"2020"
179579,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",2,"Brooklyn",NA,2011-06-01,11.57,NA,"2011"
410778,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",208,"Canarsie - Flatlands",NA,2016-06-01,7.77,NA,"2016"
742204,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",208,"Canarsie - Flatlands",NA,2020-12-01,6.55,NA,"2020"
410807,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",307,"Gramercy Park - Murray Hill",NA,2015-12-01,10.99,NA,"2015"
742234,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",307,"Gramercy Park - Murray Hill",NA,2020-12-01,8.29,NA,"2020"
410810,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",308,"Greenwich Village - SoHo",NA,2015-12-01,10.21,NA,"2015"
547479,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2017-06-01,7.74,NA,"2017"
547481,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2016-12-01,7.3,NA,"2016"
669725,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2020-06-01,6.27,NA,"2020"
177301,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens",NA,2011-12-01,8.31,NA,"2011"
177907,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",206,"Borough Park",NA,2012-06-01,10.2,NA,"2012"
742178,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",106,"High Bridge - Morrisania",NA,2021-06-01,8.6,NA,"2021"
410771,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",206,"Borough Park",NA,2015-12-01,8.15,NA,"2015"
179575,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",3,"Manhattan",NA,2010-06-01,13.41,NA,"2010"
410814,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",309,"Union Square - Lower East Side",NA,2016-06-01,9.32,NA,"2016"
177869,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",210,"Coney Island - Sheepshead Bay",NA,2011-06-01,11.05,NA,"2011"
177848,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2010-06-01,10.74,NA,"2010"
410847,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2016-06-01,6.87,NA,"2016"
410844,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens",NA,2016-06-01,7.06,NA,"2016"
742270,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens",NA,2020-12-01,6.48,NA,"2020"
177890,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2011-06-01,10.59,NA,"2011"
410846,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2015-12-01,5.92,NA,"2015"
177826,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",209,"Bensonhurst - Bay Ridge",NA,2010-06-01,11.56,NA,"2010"
177868,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",209,"Bensonhurst - Bay Ridge",NA,2011-06-01,11.19,NA,"2011"
410843,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens",NA,2015-12-01,6.89,NA,"2015"
742273,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways",NA,2020-12-01,6.33,NA,"2020"
177889,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens",NA,2011-06-01,10.79,NA,"2011"
212083,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",403,"Flushing - Clearview",NA,2013-12-01,8.64,NA,"2013"
547557,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",403,"Flushing - Clearview",NA,2017-06-01,8.88,NA,"2017"
669647,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",403,"Flushing - Clearview",NA,2020-06-01,7.05,NA,"2020"
669659,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",303,"East Harlem",NA,2020-06-01,7.27,NA,"2020"
173209,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",304,"Upper West Side",NA,2011-12-01,10.84,NA,"2011"
173219,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",306308,"Chelsea-Village",NA,2011-12-01,12,NA,"2011"
549428,386,"Ozone (O3)","Mean","ppb","CD",301,"Greenpoint and Williamsburg (CD1)",NA,2017-06-01,29.07,NA,"2017"
605307,386,"Ozone (O3)","Mean","ppb","CD",101,"Financial District (CD1)",NA,2018-06-01,26.03,NA,"2018"
121700,386,"Ozone (O3)","Mean","ppb","CD",501,"St. George and Stapleton (CD1)",NA,2009-06-01,28.99,NA,"2009"
549460,386,"Ozone (O3)","Mean","ppb","CD",501,"St. George and Stapleton (CD1)",NA,2017-06-01,27.5,NA,"2017"
605363,386,"Ozone (O3)","Mean","ppb","CD",501,"St. George and Stapleton (CD1)",NA,2018-06-01,28.83,NA,"2018"
336672,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",304,"Upper West Side",NA,2014-12-01,27.42,NA,"2014"
549941,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",304,"Upper West Side",NA,2017-01-01,23.39,NA,"2017"
549968,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",305307,"Upper East Side-Gramercy",NA,2017-01-01,27.51,NA,"2017"
669738,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2019-12-01,7.63,NA,"2019"
649763,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2019-06-01,7.35,NA,"2019"
334010,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights",NA,2015-06-01,9.99,NA,"2015"
649721,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights",NA,2019-06-01,8.19,NA,"2019"
334052,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2015-06-01,9.07,NA,"2015"
172194,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2012-06-01,16.3,NA,"2012"
172228,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2013-06-01,16.56,NA,"2013"
602897,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",407,"Southwest Queens",NA,2018-01-01,17.19,NA,"2018"
178516,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows",NA,2010-12-01,9.74,NA,"2010"
649819,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",207,"East Flatbush - Flatbush",NA,2019-01-01,6.31,NA,"2019"
173112,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2008-12-01,12.85,NA,"2008"
605860,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2017-12-01,7.62,NA,"2017"
649858,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2019-01-01,6.19,NA,"2019"
410932,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2015-12-31,7.02,NA,"2015"
605858,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2018-01-01,6.56,NA,"2018"
173724,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",407,"Southwest Queens",NA,2012-06-01,9.86,NA,"2012"
